StudentID,Gender,Grade10AvgMarks,Grade11AvgMarks
S15348,Female,52.21,31.69
S15349,Female,53.0,53.66
S15350,Female,68.73,76.81
S15351,Female,22.45,83.6
S15352,Female,65.88,32.54
S15353,Male,77.86,23.72
S15354,Male,67.66,84.85
S15355,Male,48.18,38.13
S15356,Male,99.17,82.2
S15357,Male,40.48,14.98
S15358,Male,10.66,91.19
S15359,Male,82.15,48.31
S15360,Female,21.22,17.01
S15361,Male,71.33,53.51
S15362,Male,17.9,87.0
S15363,Male,1.69,38.93
S15364,Female,15.98,17.81
S15365,Male,37.7,57.66
S15366,Male,10.66,83.45
S15367,Female,19.77,12.14
S15368,Male,76.46,4.14
S15369,Male,76.99,5.63
S15370,Female,81.75,23.05
S15371,Male,84.12,0.73
S15372,Female,42.04,42.87
S15373,Male,86.75,69.77
S15374,Male,52.59,71.05
S15375,Male,47.06,63.67
S15376,Female,71.85,29.62
S15377,Female,21.38,73.59
S15378,Female,78.95,57.65
S15379,Male,42.95,86.12
S15380,Male,12.73,47.8
S15381,Female,11.93,18.01
S15382,Female,16.49,63.47
S15383,Male,89.06,15.08
S15384,Male,99.09,96.31
S15385,Male,35.7,70.33
S15386,Male,29.21,75.63
S15387,Female,21.88,67.93
S15388,Male,82.38,9.76
S15389,Male,20.92,46.53
S15390,Male,92.41,65.14
S15391,Male,66.74,22.94
S15392,Male,89.71,67.95
S15393,Male,55.4,81.99
S15394,Male,69.07,27.49
S15395,Female,61.95,19.96
S15396,Female,83.12,88.32
S15397,Female,83.59,0.52
S15398,Male,58.98,25.57
S15399,Female,63.25,40.67
S15400,Male,92.19,67.23
S15401,Male,92.99,99.71
S15402,Male,66.42,37.08
S15403,Male,0.78,94.88
S15404,Female,10.44,36.68
S15405,Male,85.79,69.55
S15406,Male,8.47,16.54
S15407,Female,21.35,46.04
S15408,Female,23.05,87.13
S15409,Female,60.02,32.0
S15410,Male,57.66,10.52
S15411,Female,28.94,52.27
S15412,Male,20.76,43.95
S15413,Male,76.45,22.95
S15414,Female,93.55,90.56
S15415,Female,5.28,60.17
S15416,Female,13.32,34.72
S15417,Male,64.22,99.61
S15418,Male,80.44,13.76
S15419,Male,79.12,84.8
S15420,Male,71.97,23.06
S15421,Male,88.74,23.95
S15422,Male,21.73,49.82
S15423,Female,10.73,66.19
S15424,Male,61.54,69.05
S15425,Female,82.23,2.21
S15426,Female,58.2,28.69
S15427,Female,96.3,66.06
S15428,Female,79.56,88.97
S15429,Female,70.08,66.99
S15430,Male,6.03,26.59
S15431,Male,10.77,50.78
S15432,Male,78.48,64.76
S15433,Male,19.82,13.53
S15434,Female,2.88,54.49
S15435,Female,91.08,47.17
S15436,Female,89.08,33.66
S15437,Male,21.85,62.35
S15438,Male,78.02,63.62
S15439,Male,4.8,97.15
S15440,Male,28.51,42.83
S15441,Female,62.37,53.13
S15442,Female,76.32,15.75
S15443,Male,1.04,54.84
S15444,Male,32.62,3.61
S15445,Female,21.43,14.99
S15446,Female,99.88,17.12
S15447,Female,67.1,63.26
S15448,Female,40.57,56.73
S15449,Male,7.57,79.8
S15450,Female,59.87,46.44
S15451,Female,64.17,47.49
S15452,Female,81.64,16.16
S15453,Female,28.86,74.27
S15454,Male,98.14,0.37
S15455,Male,43.95,42.49
S15456,Male,29.59,18.83
S15457,Male,34.84,77.1
S15458,Male,51.96,67.34
S15459,Male,93.67,70.68
S15460,Female,73.52,14.86
S15461,Female,57.71,66.88
S15462,Female,16.28,69.09
S15463,Female,14.94,0.26
S15464,Male,50.22,31.76
S15465,Female,72.87,8.73
S15466,Male,75.1,68.14
S15467,Female,22.59,21.21
S15468,Female,10.01,26.47
S15469,Female,38.45,7.83
S15470,Male,91.82,48.38
S15471,Female,54.54,3.3
S15472,Male,32.01,84.56
S15473,Male,32.36,2.64
S15474,Female,13.21,6.16
S15475,Male,47.32,64.04
S15476,Male,79.14,91.69
S15477,Female,96.86,89.21
S15478,Female,50.16,8.36
S15479,Female,16.72,28.84
S15480,Female,68.3,52.1
S15481,Female,75.68,2.66
S15482,Female,7.17,52.86
S15483,Male,85.01,44.78
S15484,Female,82.93,58.84
S15485,Female,47.25,92.03
S15486,Male,56.04,27.46
S15487,Female,71.34,63.91
S15488,Male,67.67,42.98
S15489,Female,1.65,43.51
S15490,Female,12.24,64.73
S15491,Male,16.26,95.13
S15492,Female,75.57,86.3
S15493,Male,44.01,63.95
S15494,Female,54.55,46.15
S15495,Female,77.27,42.4
S15496,Male,34.1,78.71
S15497,Female,74.89,21.82
S15498,Female,44.23,58.77
S15499,Male,37.72,50.5
S15500,Female,33.3,64.94
S15501,Male,96.49,18.74
S15502,Female,77.2,69.58
S15503,Male,2.02,62.7
S15504,Female,95.74,18.01
S15505,Male,77.54,44.96
S15506,Male,14.92,67.86
S15507,Female,7.63,90.16
S15508,Female,30.82,12.21
S15509,Male,62.42,0.87
S15510,Female,61.65,16.52
S15511,Male,27.59,98.93
S15512,Female,44.57,76.84
S15513,Female,21.19,61.44
S15514,Male,5.06,13.3
S15515,Male,51.7,41.6
S15516,Female,34.7,71.52
S15517,Female,54.29,89.59
S15518,Female,94.65,38.18
S15519,Female,14.34,99.97
S15520,Female,0.2,13.97
S15521,Male,7.69,38.69
S15522,Female,46.27,87.54
S15523,Female,70.69,64.99
S15524,Male,58.08,81.09
S15525,Male,49.49,90.78
S15526,Male,35.4,50.73
S15527,Female,31.0,23.47
S15528,Male,37.63,69.37
S15529,Male,61.16,56.35
S15530,Male,16.78,77.26
S15531,Male,77.14,51.17
S15532,Female,57.53,81.11
S15533,Female,26.92,90.2
S15534,Female,50.12,74.96
S15535,Male,96.28,74.37
S15536,Male,2.05,58.72
S15537,Male,19.95,47.16
S15538,Male,44.84,97.26
S15539,Male,63.84,64.51
S15540,Male,21.22,84.04
S15541,Female,93.14,50.54
S15542,Female,64.26,55.49
S15543,Male,87.74,66.29
S15544,Female,32.93,72.86
S15545,Male,82.9,44.84
S15546,Male,37.82,35.63
S15547,Female,25.28,23.94
S15548,Male,91.17,42.36
S15549,Female,9.22,21.12
S15550,Male,94.29,41.68
S15551,Male,45.85,87.47
S15552,Female,99.26,97.71
S15553,Male,53.96,57.71
S15554,Male,75.75,14.6
S15555,Male,0.71,42.76
S15556,Female,49.67,60.21
S15557,Male,73.75,37.08
S15558,Male,78.28,20.52
S15559,Male,15.8,22.68
S15560,Female,41.9,47.39
S15561,Female,41.91,21.64
S15562,Female,10.36,24.95
S15563,Female,44.3,87.31
S15564,Female,80.71,77.91
S15565,Male,30.02,5.53
S15566,Female,43.26,32.02
S15567,Female,96.1,53.19
S15568,Male,3.17,6.06
S15569,Female,59.15,68.32
S15570,Male,74.34,38.44
S15571,Female,76.09,39.72
S15572,Male,71.59,26.53
S15573,Male,72.65,33.39
S15574,Female,5.9,86.17
S15575,Female,53.41,78.86
S15576,Male,78.3,93.58
S15577,Male,9.41,69.9
S15578,Male,1.2,57.79
S15579,Male,81.46,25.93
S15580,Male,71.23,66.69
S15581,Male,41.22,90.62
S15582,Male,94.04,6.92
S15583,Female,76.66,44.31
S15584,Male,96.79,14.94
S15585,Female,92.93,81.06
S15586,Female,48.13,61.41
S15587,Male,75.47,87.96
S15588,Male,66.92,6.31
S15589,Female,81.14,90.57
S15590,Male,78.77,6.72
S15591,Male,15.32,28.76
S15592,Female,23.37,15.62
S15593,Female,26.57,14.54
S15594,Female,81.85,17.17
S15595,Male,81.07,48.02
S15596,Male,49.53,78.44
S15597,Female,58.08,89.83
S15598,Male,82.69,56.69
S15599,Female,31.26,15.78
S15600,Male,5.02,7.92
S15601,Female,48.26,49.41
S15602,Male,91.37,76.54
S15603,Female,79.05,62.02
S15604,Male,36.66,58.28
S15605,Male,6.48,4.82
S15606,Female,63.69,41.15
S15607,Male,83.45,55.04
S15608,Male,66.49,59.83
S15609,Female,42.51,0.48
S15610,Male,12.34,19.96
S15611,Male,91.08,94.98
S15612,Male,27.6,50.86
S15613,Female,22.43,70.36
S15614,Female,81.6,30.82
S15615,Female,98.12,58.54
S15616,Female,66.02,35.65
S15617,Female,62.48,29.7
S15618,Male,31.94,41.14
S15619,Male,2.04,45.98
S15620,Female,19.18,33.11
S15621,Male,58.44,25.8
S15622,Male,15.13,62.38
S15623,Male,88.38,38.07
S15624,Male,18.81,20.18
S15625,Female,52.21,75.84
S15626,Female,51.2,72.37
S15627,Male,60.39,88.68
S15628,Male,32.74,55.5
S15629,Female,87.35,27.94
S15630,Male,44.43,86.37
S15631,Male,70.02,28.03
S15632,Male,63.59,65.56
S15633,Female,11.72,19.04
S15634,Female,62.26,62.92
S15635,Male,55.07,84.09
S15636,Male,89.86,53.99
S15637,Male,88.09,47.09
S15638,Male,15.1,99.35
S15639,Male,8.17,2.25
S15640,Male,29.46,33.17
S15641,Female,98.66,91.86
S15642,Female,2.16,64.26
S15643,Male,67.29,54.21
S15644,Female,60.85,63.77
S15645,Male,64.66,32.19
S15646,Male,21.83,7.12
S15647,Female,22.67,27.51
S15648,Female,43.06,33.65
S15649,Male,9.59,47.99
S15650,Male,7.46,39.39
S15651,Female,8.84,52.1
S15652,Female,57.3,19.61
S15653,Male,39.77,18.4
S15654,Male,29.36,35.17
S15655,Male,31.58,47.37
S15656,Female,20.73,34.17
S15657,Male,41.15,57.66
S15658,Female,20.31,31.0
S15659,Male,69.8,17.72
S15660,Female,12.39,86.28
S15661,Female,94.82,20.06
S15662,Female,8.98,96.66
S15663,Female,94.35,98.74
S15664,Male,83.33,69.68
S15665,Female,68.07,50.2
S15666,Female,91.23,79.54
S15667,Female,13.92,87.32
S15668,Male,17.63,70.96
S15669,Male,25.22,10.2
S15670,Male,24.48,0.3
S15671,Male,31.08,19.19
S15672,Male,57.56,18.85
S15673,Male,2.82,18.25
S15674,Female,38.23,50.98
S15675,Female,24.64,52.01
S15676,Female,60.66,72.3
S15677,Male,98.52,20.15
S15678,Female,51.77,9.27
S15679,Female,42.57,66.61
S15680,Male,36.82,48.4
S15681,Female,78.49,66.63
S15682,Male,7.2,38.07
S15683,Female,95.98,75.08
S15684,Male,41.79,68.26
S15685,Male,31.37,65.03
S15686,Male,97.41,2.76
S15687,Female,93.59,85.81
S15688,Female,64.19,37.66
S15689,Male,1.85,13.56
S15690,Male,74.85,75.56
S15691,Female,33.56,48.65
S15692,Female,38.83,3.2
S15693,Male,15.87,78.19
S15694,Female,52.35,43.5
S15695,Female,74.46,75.49
S15696,Female,27.3,75.56
S15697,Male,93.87,9.99
S15698,Male,19.47,61.32
S15699,Female,6.63,36.01
S15700,Male,64.44,54.64
S15701,Female,84.93,8.85
S15702,Female,95.31,58.82
S15703,Male,76.72,77.75
S15704,Male,19.97,98.68
S15705,Male,97.77,32.03
S15706,Female,91.94,15.51
S15707,Female,16.32,36.59
S15708,Male,55.88,1.93
S15709,Male,55.55,40.88
S15710,Male,44.25,91.46
S15711,Female,98.43,19.44
S15712,Female,5.96,47.77
S15713,Female,62.72,57.26
S15714,Male,20.53,17.99
S15715,Male,52.73,33.01
S15716,Female,77.97,91.14
S15717,Male,24.67,29.57
S15718,Male,39.34,63.54
S15719,Male,95.08,13.7
S15720,Male,76.15,66.99
S15721,Female,57.27,27.91
S15722,Male,22.2,23.13
S15723,Female,42.53,12.42
S15724,Female,77.41,4.68
S15725,Male,82.05,96.79
S15726,Female,24.46,41.39
S15727,Female,66.21,77.76
S15728,Male,9.5,92.01
S15729,Female,2.32,20.4
S15730,Female,54.87,86.98
S15731,Female,22.44,70.8
S15732,Female,7.89,57.8
S15733,Female,72.98,80.91
S15734,Female,49.8,11.07
S15735,Female,79.63,26.36
S15736,Female,66.39,13.11
S15737,Male,72.98,89.6
S15738,Male,30.74,9.88
S15739,Male,26.33,98.0
S15740,Female,60.09,10.99
S15741,Female,20.01,66.18
S15742,Female,81.54,66.05
S15743,Male,52.29,93.12
S15744,Male,22.7,32.31
S15745,Male,62.52,33.2
S15746,Female,94.5,84.63
S15747,Male,8.21,97.86
S15748,Male,10.93,3.01
S15749,Female,84.38,63.53
S15750,Male,10.96,24.36
S15751,Female,3.94,72.8
S15752,Male,34.79,77.27
S15753,Female,46.67,76.25
S15754,Female,56.94,43.55
S15755,Female,50.73,15.78
S15756,Female,91.32,58.48
S15757,Female,76.87,78.9
S15758,Male,98.38,91.22
S15759,Female,47.65,45.26
S15760,Female,8.43,24.57
S15761,Female,95.55,11.88
S15762,Female,0.41,79.76
S15763,Male,77.61,53.53
S15764,Female,3.13,67.42
S15765,Male,76.12,15.92
S15766,Female,93.79,0.66
S15767,Female,38.93,96.76
S15768,Male,24.1,81.09
S15769,Male,22.63,40.0
S15770,Male,49.17,45.71
S15771,Female,17.09,92.91
S15772,Male,67.29,20.77
S15773,Female,36.84,80.28
S15774,Male,32.31,1.79
S15775,Male,46.13,87.57
S15776,Female,54.26,58.93
S15777,Male,14.19,47.76
S15778,Male,70.78,70.65
S15779,Female,88.29,6.77
S15780,Female,27.8,19.55
S15781,Female,18.04,40.7
S15782,Male,76.05,61.79
S15783,Male,18.35,14.45
S15784,Male,4.13,37.95
S15785,Male,61.92,26.09
S15786,Male,23.98,64.56
S15787,Female,17.18,91.93
S15788,Male,98.16,16.6
S15789,Female,29.19,18.93
S15790,Male,90.34,60.05
S15791,Female,17.82,45.36
S15792,Male,81.9,71.81
S15793,Male,50.2,28.79
S15794,Female,7.86,54.48
S15795,Male,73.36,38.68
S15796,Female,89.21,28.13
S15797,Male,16.3,72.93
S15798,Male,72.56,79.59
S15799,Female,44.51,32.9
S15800,Male,75.39,62.3
S15801,Female,71.39,17.86
S15802,Male,2.66,79.1
S15803,Male,17.87,28.13
S15804,Male,47.1,17.1
S15805,Male,93.36,94.0
S15806,Male,34.21,42.25
S15807,Male,62.89,64.35
S15808,Male,1.21,80.92
S15809,Female,71.11,68.61
S15810,Male,60.31,56.47
S15811,Male,71.54,37.16
S15812,Male,90.47,91.85
S15813,Female,14.65,13.35
S15814,Female,26.16,88.39
S15815,Male,99.58,70.98
S15816,Male,15.63,57.14
S15817,Male,72.06,32.47
S15818,Female,72.51,14.6
S15819,Male,68.3,44.32
S15820,Female,22.74,78.38
S15821,Male,21.51,74.53
S15822,Female,66.63,64.54
S15823,Female,18.63,99.25
S15824,Male,66.16,97.26
S15825,Male,49.25,40.0
S15826,Male,38.66,19.25
S15827,Male,30.02,46.38
S15828,Male,94.76,84.46
S15829,Male,50.81,45.86
S15830,Male,56.13,33.6
S15831,Female,94.93,74.12
S15832,Male,65.39,65.01
S15833,Male,95.79,96.87
S15834,Female,10.64,54.93
S15835,Male,84.66,96.75
S15836,Male,33.54,29.09
S15837,Male,81.05,86.48
S15838,Male,85.56,35.09
S15839,Female,27.15,80.97
S15840,Female,40.88,92.6
S15841,Male,72.6,62.32
S15842,Male,9.91,72.85
S15843,Female,75.55,95.86
S15844,Male,11.05,37.52
S15845,Female,91.45,51.16
S15846,Female,27.63,89.83
S15847,Female,57.56,67.28
S15848,Male,11.72,87.36
S15849,Male,26.95,61.83
S15850,Male,40.4,73.97
S15851,Female,48.7,1.31
S15852,Male,0.01,33.97
S15853,Male,88.87,77.04
S15854,Female,0.77,40.4
S15855,Male,77.37,36.28
S15856,Male,47.06,95.16
S15857,Male,52.39,55.25
S15858,Female,20.83,19.25
S15859,Male,60.74,47.22
S15860,Female,53.72,51.87
S15861,Female,16.42,98.87
S15862,Female,23.81,71.82
S15863,Male,6.69,51.94
S15864,Male,6.63,43.2
S15865,Male,1.38,91.55
S15866,Female,22.05,64.59
S15867,Female,67.97,35.61
S15868,Male,31.62,46.46
S15869,Female,34.27,27.81
S15870,Male,13.19,96.04
S15871,Male,57.55,70.19
S15872,Male,34.21,39.23
S15873,Male,67.63,18.32
S15874,Male,74.15,17.7
S15875,Male,58.47,47.77
S15876,Male,27.61,46.76
S15877,Female,50.86,41.78
S15878,Male,25.19,85.18
S15879,Female,90.29,97.92
S15880,Female,76.64,35.48
S15881,Male,49.3,29.46
S15882,Female,96.55,77.01
S15883,Female,54.68,44.98
S15884,Female,32.85,21.76
S15885,Male,9.55,18.09
S15886,Male,54.37,28.06
S15887,Male,86.04,0.13
S15888,Male,86.67,94.14
S15889,Male,60.46,43.02
S15890,Female,39.34,8.28
S15891,Female,65.03,16.5
S15892,Male,76.21,32.33
S15893,Female,41.16,55.17
S15894,Female,47.63,70.37
S15895,Female,68.06,30.79
S15896,Female,87.67,95.76
S15897,Male,79.1,76.03
S15898,Male,2.24,82.58
S15899,Male,12.44,32.36
S15900,Female,85.28,38.1
S15901,Female,83.38,53.81
S15902,Male,38.88,45.17
S15903,Male,58.43,25.99
S15904,Female,90.58,99.73
S15905,Male,91.16,84.84
S15906,Male,78.31,23.8
S15907,Female,20.96,89.24
S15908,Female,73.03,58.69
S15909,Male,10.11,1.26
S15910,Female,89.39,34.62
S15911,Male,14.91,2.57
S15912,Female,66.23,8.78
S15913,Female,61.02,17.9
S15914,Male,77.69,48.44
S15915,Female,55.16,38.13
S15916,Male,5.96,14.9
S15917,Female,70.58,39.46
S15918,Male,38.32,30.43
S15919,Female,32.03,41.02
S15920,Female,99.17,17.23
S15921,Male,59.04,60.97
S15922,Female,71.07,4.45
S15923,Male,52.63,38.79
S15924,Female,77.0,89.49
S15925,Female,75.21,41.97
S15926,Male,65.71,44.11
S15927,Female,99.77,6.8
S15928,Female,45.98,60.54
S15929,Male,70.62,93.64
S15930,Female,79.78,29.16
S15931,Male,37.6,39.33
S15932,Male,45.72,58.82
S15933,Male,96.92,9.32
S15934,Female,3.23,95.03
S15935,Female,33.53,46.76
S15936,Male,48.62,11.51
S15937,Female,0.15,33.52
S15938,Male,89.91,37.38
S15939,Female,28.62,34.54
S15940,Male,25.77,69.32
S15941,Male,82.03,34.55
S15942,Female,27.8,32.39
S15943,Male,65.76,32.21
S15944,Male,82.15,77.78
S15945,Female,79.25,30.84
S15946,Male,78.2,1.4
S15947,Male,8.86,36.55
S15948,Female,7.98,27.82
S15949,Male,30.68,90.9
S15950,Male,3.59,47.79
S15951,Male,50.04,23.46
S15952,Male,39.48,98.16
S15953,Male,55.7,24.67
S15954,Male,29.88,76.3
S15955,Male,48.58,64.96
S15956,Male,33.47,46.22
S15957,Female,19.52,40.58
S15958,Male,64.94,87.24
S15959,Male,67.34,47.51
S15960,Female,82.92,37.54
S15961,Male,87.48,35.43
S15962,Male,70.45,27.59
S15963,Male,68.75,40.9
S15964,Male,5.67,11.99
S15965,Male,10.98,6.51
S15966,Male,81.26,54.15
S15967,Female,23.3,45.43
S15968,Female,35.56,17.34
S15969,Female,14.53,10.68
S15970,Female,19.52,14.33
S15971,Female,77.54,31.52
S15972,Male,26.19,45.15
S15973,Male,44.9,19.34
S15974,Male,15.17,75.56
S15975,Male,67.79,19.33
S15976,Male,72.83,12.41
S15977,Female,36.17,99.46
S15978,Female,78.47,44.77
S15979,Male,23.99,17.0
S15980,Male,69.19,89.46
S15981,Male,73.0,23.11
S15982,Female,96.87,92.56
S15983,Female,23.23,11.9
S15984,Male,9.37,84.18
S15985,Female,26.3,18.43
S15986,Male,12.29,93.83
S15987,Female,16.97,57.42
S15988,Female,33.41,18.99
S15989,Male,41.4,84.48
S15990,Female,90.37,39.06
S15991,Female,19.56,73.28
S15992,Male,97.18,64.34
S15993,Female,81.02,71.43
S15994,Male,88.15,34.37
S15995,Female,92.94,93.88
S15996,Male,75.32,55.98
S15997,Male,78.88,7.76
S15998,Female,43.78,6.67
S15999,Female,51.05,73.82
S16000,Male,93.25,85.0
S16001,Female,37.83,69.53
S16002,Female,4.19,27.75
S16003,Female,76.28,22.59
S16004,Male,57.32,56.54
S16005,Male,81.49,19.68
S16006,Male,7.56,37.91
S16007,Female,62.12,62.87
S16008,Female,24.77,28.49
S16009,Male,90.33,37.54
S16010,Male,10.99,36.05
S16011,Female,84.31,46.05
S16012,Female,8.86,67.44
S16013,Female,2.51,78.23
S16014,Female,23.51,66.51
S16015,Male,33.3,2.62
S16016,Female,62.65,89.68
S16017,Female,13.17,58.12
S16018,Male,43.73,92.02
S16019,Male,20.43,96.39
S16020,Female,85.53,46.78
S16021,Male,4.5,91.64
S16022,Female,35.59,36.54
S16023,Female,63.14,26.04
S16024,Male,91.31,7.36
S16025,Male,86.8,45.18
S16026,Female,89.52,68.87
S16027,Male,6.29,97.68
S16028,Female,84.09,52.13
S16029,Female,77.99,73.45
S16030,Female,90.24,89.61
S16031,Male,31.16,54.32
S16032,Female,91.18,16.68
S16033,Female,40.26,84.82
S16034,Female,63.41,57.42
S16035,Male,42.42,75.85
S16036,Female,42.76,65.85
S16037,Female,54.66,6.1
S16038,Female,35.59,16.91
S16039,Male,79.27,28.62
S16040,Female,63.36,28.47
S16041,Female,68.98,83.92
S16042,Male,23.1,59.82
S16043,Male,96.96,8.34
S16044,Female,66.02,38.72
S16045,Female,19.72,55.63
S16046,Female,75.05,25.15
S16047,Male,17.37,3.98
S16048,Male,6.34,38.03
S16049,Female,52.76,46.12
S16050,Male,55.35,90.48
S16051,Female,18.9,90.84
S16052,Female,34.84,50.04
S16053,Male,94.58,47.15
S16054,Female,28.5,64.05
S16055,Male,15.56,25.81
S16056,Male,99.26,28.57
S16057,Female,30.23,0.26
S16058,Male,68.03,7.82
S16059,Female,23.16,17.85
S16060,Male,55.01,64.06
S16061,Female,38.63,21.27
S16062,Female,96.16,12.41
S16063,Female,43.28,61.63
S16064,Male,58.42,65.18
S16065,Female,94.48,5.97
S16066,Male,98.92,77.29
S16067,Male,10.17,60.62
S16068,Male,83.43,39.71
S16069,Male,38.21,98.32
S16070,Male,59.48,1.02
S16071,Female,37.5,54.49
S16072,Male,40.11,15.97
S16073,Female,15.89,32.93
S16074,Female,57.28,13.32
S16075,Male,54.67,66.82
S16076,Female,18.94,40.16
S16077,Female,54.17,98.63
S16078,Male,97.31,65.38
S16079,Female,71.44,91.73
S16080,Male,48.1,24.08
S16081,Male,91.61,31.88
S16082,Male,57.53,36.27
S16083,Female,13.5,83.85
S16084,Female,54.75,21.17
S16085,Female,18.1,94.67
S16086,Female,76.75,4.36
S16087,Male,96.72,88.99
S16088,Male,36.08,45.14
S16089,Female,43.49,52.59
S16090,Male,42.15,99.74
S16091,Female,28.53,87.0
S16092,Male,79.42,90.4
S16093,Male,61.77,58.55
S16094,Male,6.41,95.63
S16095,Male,83.88,68.78
S16096,Male,18.71,81.93
S16097,Female,97.92,72.09
S16098,Female,37.67,78.09
S16099,Male,61.64,63.8
S16100,Female,7.78,72.64
S16101,Male,34.47,43.59
S16102,Male,80.24,70.69
S16103,Male,47.72,27.68
S16104,Male,90.46,63.49
S16105,Female,57.51,52.38
S16106,Male,92.86,89.85
S16107,Female,98.26,67.32
S16108,Male,45.39,59.66
S16109,Male,56.52,31.31
S16110,Female,83.49,86.28
S16111,Male,22.15,5.42
S16112,Male,86.16,89.98
S16113,Female,59.19,65.3
S16114,Female,72.55,18.95
S16115,Female,7.99,90.3
S16116,Male,76.62,32.64
S16117,Male,31.08,16.83
S16118,Female,80.52,31.91
S16119,Female,50.92,96.11
S16120,Male,27.46,75.28
S16121,Male,95.28,91.68
S16122,Female,76.51,29.89
S16123,Female,98.57,8.24
S16124,Female,36.45,56.28
S16125,Female,64.92,48.3
S16126,Male,61.16,72.06
S16127,Male,68.76,54.27
S16128,Male,3.83,39.65
S16129,Male,29.17,0.47
S16130,Female,90.93,46.77
S16131,Male,42.38,12.06
S16132,Female,96.06,92.2
S16133,Male,21.35,92.17
S16134,Male,99.74,80.36
S16135,Male,69.76,15.79
S16136,Female,77.64,14.74
S16137,Male,39.69,56.33
S16138,Female,90.7,72.75
S16139,Female,54.55,90.45
S16140,Male,68.09,89.4
S16141,Female,9.48,15.53
S16142,Male,63.17,99.55
S16143,Female,87.91,15.68
S16144,Male,17.83,84.01
S16145,Female,73.77,58.69
S16146,Female,2.54,67.83
S16147,Male,92.62,60.4
S16148,Male,98.29,86.97
S16149,Male,35.42,63.71
S16150,Male,10.71,84.87
S16151,Female,65.86,15.44
S16152,Female,2.98,86.67
S16153,Female,48.25,99.3
S16154,Female,27.18,66.15
S16155,Male,47.33,97.64
S16156,Female,1.83,21.99
S16157,Male,5.16,82.93
S16158,Female,1.6,16.9
S16159,Male,61.91,51.59
S16160,Male,56.01,66.4
S16161,Male,23.32,66.03
S16162,Male,64.66,67.09
S16163,Male,88.42,32.09
S16164,Female,27.73,97.37
S16165,Male,83.2,0.66
S16166,Female,66.25,62.1
S16167,Female,3.38,86.61
S16168,Male,37.51,89.11
S16169,Female,50.78,72.02
S16170,Female,73.17,57.48
S16171,Female,28.71,45.73
S16172,Male,98.27,44.95
S16173,Male,68.45,42.51
S16174,Male,37.28,69.99
S16175,Male,9.7,73.12
S16176,Female,18.14,51.48
S16177,Female,48.76,74.08
S16178,Female,49.47,52.85
S16179,Female,76.77,9.74
S16180,Female,72.62,85.16
S16181,Female,20.13,87.05
S16182,Male,59.5,26.65
S16183,Female,2.06,78.64
S16184,Female,39.85,51.12
S16185,Female,76.41,12.4
S16186,Male,39.95,39.8
S16187,Female,83.56,7.66
S16188,Female,97.62,78.65
S16189,Male,60.72,19.62
S16190,Female,14.5,16.44
S16191,Male,37.97,20.85
S16192,Male,0.95,22.61
S16193,Female,60.27,67.4
S16194,Female,82.16,63.86
S16195,Male,62.99,12.93
S16196,Female,78.61,72.44
S16197,Female,79.99,34.91
S16198,Male,85.1,45.75
S16199,Male,26.67,12.49
S16200,Female,87.13,70.86
S16201,Male,65.41,37.62
S16202,Female,28.97,63.21
S16203,Female,98.73,42.72
S16204,Female,95.02,4.89
S16205,Female,57.44,70.35
S16206,Male,84.32,55.25
S16207,Female,26.15,43.42
S16208,Male,41.6,20.16
S16209,Female,18.4,62.43
S16210,Female,52.01,27.52
S16211,Male,49.6,42.92
S16212,Female,21.28,5.65
S16213,Male,67.28,77.67
S16214,Male,11.78,9.0
S16215,Female,6.17,89.08
S16216,Female,38.49,86.76
S16217,Female,40.98,97.11
S16218,Female,31.97,90.84
S16219,Male,25.79,97.14
S16220,Female,33.88,88.73
S16221,Female,16.34,11.25
S16222,Female,40.35,43.77
S16223,Female,90.46,7.62
S16224,Female,22.44,54.53
S16225,Male,68.45,52.98
S16226,Female,14.18,92.22
S16227,Male,35.39,96.97
S16228,Female,32.12,25.96
S16229,Female,93.7,58.23
S16230,Female,42.8,46.44
S16231,Male,69.05,54.67
S16232,Female,60.25,53.17
S16233,Male,14.1,91.41
S16234,Male,93.95,89.61
S16235,Female,34.59,12.27
S16236,Male,4.48,34.51
S16237,Female,30.04,75.28
S16238,Female,33.56,68.4
S16239,Male,9.27,63.12
S16240,Female,62.0,99.38
S16241,Female,34.68,33.69
S16242,Male,62.91,51.52
S16243,Male,0.67,97.92
S16244,Male,98.2,69.56
S16245,Male,17.05,64.87
S16246,Male,65.93,15.47
S16247,Male,71.58,24.67
S16248,Female,17.16,37.75
S16249,Male,11.17,46.48
S16250,Male,15.26,49.72
S16251,Female,24.68,90.21
S16252,Female,16.82,10.72
S16253,Male,67.4,24.84
S16254,Male,42.08,14.36
S16255,Female,53.78,73.53
S16256,Male,4.73,97.06
S16257,Male,86.12,89.4
S16258,Female,17.06,72.33
S16259,Male,36.02,2.15
S16260,Female,7.19,34.7
S16261,Male,13.68,86.36
S16262,Female,66.58,65.31
S16263,Female,69.26,20.96
S16264,Female,67.7,46.65
S16265,Male,55.21,8.79
S16266,Female,95.25,52.08
S16267,Male,50.72,90.1
S16268,Female,44.94,3.87
S16269,Female,24.75,61.39
S16270,Female,9.88,23.31
S16271,Male,54.82,99.04
S16272,Male,31.49,6.51
S16273,Female,52.4,61.73
S16274,Male,20.61,25.64
S16275,Male,83.82,88.25
S16276,Male,99.97,12.19
S16277,Female,32.24,42.93
S16278,Male,84.23,18.54
